keen.timestamp,keen.created_at,keen.id,activity,company,device,employee,end,info,job,start,value
2017-08-23T06:53:41.823Z,2017-09-11T22:37:12.044Z,59b71018a0edea00019a1a24,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:53:44.220Z,twist,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:53:41.823Z,1
2017-08-23T06:53:47.738Z,2017-09-11T22:37:12.144Z,59b71018b10c040001d0769e,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:53:49.933Z,twist,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:53:47.738Z,1
2017-08-23T06:55:01.082Z,2017-09-11T22:36:37.711Z,59b70ff5356b5200018ae00b,active.interval,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T07:00:00.000Z,na,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:55:01.082Z,298
2017-08-23T06:55:36.934Z,2017-09-11T22:37:12.244Z,59b7101849038e00016007ec,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:55:39.811Z,twist,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:55:36.934Z,1
2017-08-23T06:56:08.019Z,2017-09-11T22:37:12.388Z,59b710183b06780001e0717b,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:56:11.815Z,twist,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:56:08.019Z,1
2017-08-23T06:57:03.756Z,2017-09-11T22:37:12.478Z,59b71018cd38290001cc99e5,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:57:07.193Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:57:03.756Z,1
2017-08-23T06:57:07.232Z,2017-09-11T22:37:12.565Z,59b7101843dc1300013671b8,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:57:12.308Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:57:07.232Z,1
2017-08-23T06:57:19.938Z,2017-09-11T22:37:12.661Z,59b710189221a70001d9f296,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:57:25.132Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:57:19.938Z,1
2017-08-23T06:57:28.051Z,2017-09-11T22:37:15.650Z,59b7101bf6f52f00019875df,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:57:30.528Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:57:28.051Z,1
2017-08-23T06:58:34.015Z,2017-09-11T22:37:16.108Z,59b7101c52480500013eda4d,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:58:38.411Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:58:34.015Z,1
2017-08-23T06:58:56.910Z,2017-09-11T22:37:16.191Z,59b7101c2866bc0001822edf,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:59:00.066Z,twist,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:58:56.910Z,1
2017-08-23T06:59:00.314Z,2017-09-11T22:37:16.295Z,59b7101c99b65e0001bcfa3c,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:59:02.386Z,twist,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:59:00.314Z,1
2017-08-23T06:59:16.528Z,2017-09-11T22:37:16.390Z,59b7101ce3376500016ee4f4,lift.risky,mcmasterohio,pZV9PXGOmuEU0sqr,93b41517-cd48-4d8d-b17f-40090935f569,2017-08-23T06:59:23.959Z,bend,c0c619a0-7bfc-4afe-b21c-612dd7a2011c,2017-08-23T06:59:16.528Z,1
